Ph,N,P,K,Zinc,Sulfur,Soil_Type,Rainfall,Wind_Speed,Humidity_Winter,Humidity_Spring,Humidity_Summer,Humidity_Autumn,State,District,Altitude,Season,Market_Demand,Water_Availability,Crop
5.3,0.2279,7.0,110.0,1.1,12.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Durgapur,1006,Zaid,8.5,125.413824735687,Wheat
5.8,0.250293402,3.0,253.0,1.5,11.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Gujarat,Surat,356,Rabi,9.5,154.86580219598588,Wheat
5.8,0.250293402,2.0,81.0,1.1,15.0,other,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Karnataka,Hubli,637,Zaid,6.6,213.36579885845052,Wheat
5.3,0.2279,11.59,130.62,2.06,23.23,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Jaipur,916,Kharif,5.4,245.9394089315525,Wheat
5.98,0.18,12.0,517.0,2.9,11.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Karnataka,Bangalore,368,Rabi,5.9,377.4053062178343,Wheat
7.4,0.043662318,13.0,648.0,2.1,18.0,gray,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Uttar Pradesh,Varanasi,62,Zaid,6.5,159.17436475513475,Wheat
6.62,0.2289,5.0,639.0,2.2,15.0,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Uttar Pradesh,Lucknow,175,Zaid,8.6,389.8973346216373,Wheat
6.1,0.1177,3.95,208.4,5.34,11.26,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Madurai,230,Rabi,5.1,96.27576018610122,Wheat
5.8,0.250293402,2.99,96.24,1.31,27.76,other,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Punjab,Ludhiana,517,Kharif,9.0,85.62409523601835,Wheat
5.8,0.250293402,8.0,80.0,1.0,19.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Karnataka,Bangalore,147,Kharif,7.5,78.09889282586956,Wheat
7.3,0.041178608,99.0,772.0,1.8,10.0,gray,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Maharashtra,Nashik,55,Kharif,5.2,236.0550456665385,Wheat
6.9,0.037955812,53.08,452.85,2.32,7.78,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Maharashtra,Nagpur,846,Zaid,6.4,147.6429037240247,Wheat
6.78,0.2289,5.0,639.0,2.2,15.0,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Uttar Pradesh,Agra,951,Rabi,8.3,93.16355527943948,Wheat
5.8,0.250293402,7.0,68.0,1.4,15.0,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Gujarat,Rajkot,910,Rabi,6.9,60.3128437776043,Wheat
5.8,0.250293402,21.76,97.89,2.23,11.28,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Punjab,Amritsar,760,Kharif,8.9,85.29320431179562,Wheat
5.8,0.250293402,13.0,180.0,1.5,22.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Muzaffarpur,205,Rabi,8.0,304.4308875759307,Wheat
5.8,0.250293402,10.0,112.0,1.9,8.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Gwalior,589,Zaid,5.7,210.8463261054596,Wheat
5.8,0.250293402,5.0,142.0,1.7,8.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Howrah,656,Kharif,8.7,256.4686389064973,Wheat
5.32,0.2289,3.0,147.0,0.8,11.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Bihar,Muzaffarpur,1062,Zaid,9.4,210.4200211111668,Wheat
5.5,0.16,5.0,347.0,2.5,22.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Maharashtra,Nagpur,868,Kharif,7.7,263.9898556727145,Wheat
6.9,0.134622792,37.0,599.0,2.1,10.0,black,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Maharashtra,Pune,828,Kharif,6.9,180.40134044821372,Wheat
5.27,0.2289,5.0,189.0,1.1,11.0,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Karnataka,Hubli,422,Kharif,8.7,343.2972082237593,Wheat
5.85,0.2289,2.0,214.0,1.0,10.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Karnataka,Hubli,648,Rabi,7.3,100.47686072343716,Wheat
5.8,0.250293402,7.0,115.0,1.2,9.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Chennai,946,Kharif,5.8,277.51351025419115,Wheat
6.1,0.1177,3.0,186.0,2.0,9.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Bhopal,1132,Rabi,6.0,142.7577723680229,Wheat
5.8,0.250293402,3.24,132.46,2.02,7.23,other,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Indore,200,Kharif,8.8,169.03124953098614,Wheat
4.91,0.1494,4.0,217.0,3.7,31.0,other,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Madhya Pradesh,Indore,886,Kharif,6.0,206.9875348794054,Wheat
5.08,0.134622792,5.0,321.0,2.2,23.0,black,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Uttar Pradesh,Lucknow,897,Rabi,9.4,365.1900076446351,Wheat
6.9,0.134622792,4.98,108.26,1.03,5.34,gray,0.91,6.01,7.586666667,8.136666667,11.43,10.15,West Bengal,Kolkata,778,Kharif,6.0,287.71252008141005,Wheat
5.8,0.250293402,3.17,179.66,1.72,9.31,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Gujarat,Ahmedabad,868,Rabi,8.7,69.00150627426899,Wheat
5.38,0.2289,7.0,162.0,1.3,11.0,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Maharashtra,Nagpur,517,Zaid,9.0,349.66105258927547,Wheat
5.41,0.2289,4.0,257.0,0.7,8.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Maharashtra,Nagpur,957,Rabi,7.5,302.9493653881317,Wheat
5.8,0.250293402,11.0,573.0,2.5,8.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Jaipur,836,Zaid,7.6,177.42562039664716,Wheat
5.4,0.1494,3.0,159.0,1.9,15.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Rajasthan,Udaipur,270,Rabi,6.4,377.1834863988159,Wheat
5.75,0.2289,2.0,96.0,1.1,18.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Karnataka,Mysore,881,Rabi,5.9,250.47049085086667,Wheat
5.52,0.16,10.0,311.0,2.7,19.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Maharashtra,Nagpur,513,Rabi,9.4,368.01647472428,Wheat
4.99,0.2289,13.0,64.0,0.7,16.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Tamil Nadu,Madurai,1027,Zaid,7.5,89.49331187177638,Wheat
5.37,0.16,2.08,240.82,1.29,9.28,red,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Bihar,Muzaffarpur,1089,Zaid,9.6,130.34149268530388,Wheat
5.8,0.195910715,22.0,602.0,4.1,13.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Punjab,Amritsar,1193,Kharif,6.8,359.2908105760407,Wheat
5.8,0.195910715,13.0,272.0,1.3,7.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Punjab,Ludhiana,691,Rabi,8.1,206.62248368997692,Wheat
5.71,0.2289,3.0,214.0,1.7,6.0,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,West Bengal,Kolkata,626,Kharif,7.1,484.1894307585827,Wheat
6.15,0.2289,14.0,524.0,6.3,11.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Jodhpur,511,Kharif,5.5,188.52757223267773,Wheat
5.85,0.2289,7.0,363.0,2.0,12.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Uttar Pradesh,Varanasi,391,Zaid,7.0,495.2417368798372,Wheat
5.8,0.250293402,8.0,42.0,1.0,13.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Durgapur,418,Zaid,8.3,424.9473846972015,Wheat
5.85,0.2289,17.0,333.0,2.8,6.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Jaipur,481,Kharif,5.7,118.53299118734932,Wheat
5.85,0.2289,3.0,358.0,1.4,18.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Uttar Pradesh,Lucknow,496,Zaid,6.8,366.4639384143568,Wheat
5.85,0.2289,14.0,412.0,2.0,9.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Punjab,Ludhiana,386,Kharif,8.8,289.81772500423733,Wheat
5.85,0.2289,8.0,220.0,2.0,11.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Punjab,Amritsar,894,Rabi,6.0,434.0416264896185,Wheat
5.55,0.16,7.0,257.0,1.1,21.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Uttar Pradesh,Varanasi,716,Rabi,5.9,256.4070429581224,Wheat
5.38,0.2289,4.0,164.0,1.2,10.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Gujarat,Surat,65,Rabi,7.9,477.8677653487355,Wheat
5.7,0.2289,2.0,118.0,1.1,11.0,gray,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Punjab,Amritsar,63,Rabi,7.7,403.0103350140837,Wheat
5.85,0.2289,2.0,86.0,1.1,7.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Maharashtra,Nashik,540,Rabi,9.2,166.52485728215066,Wheat
5.8,0.250293402,3.0,87.0,1.1,7.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Durgapur,877,Rabi,6.2,71.97649207970358,Wheat
6.17,0.0808,7.0,279.0,5.5,17.0,other,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Maharashtra,Pune,141,Zaid,6.9,345.48810680219793,Wheat
4.6,0.2289,8.0,100.0,0.7,23.0,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Punjab,Ludhiana,1035,Kharif,7.6,238.95732620493865,Wheat
5.28,0.2289,5.0,97.0,0.8,9.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Karnataka,Hubli,986,Kharif,7.6,52.55818829374192,Wheat
6.1,0.2289,3.0,125.0,1.0,8.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Gujarat,Rajkot,719,Zaid,6.5,55.30649714341268,Wheat
6.74,0.2289,2.0,131.0,1.8,9.0,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Coimbatore,364,Zaid,5.8,406.1595619453176,Wheat
5.8,0.250293402,3.88,165.3,2.05,2.52,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Bhopal,136,Kharif,9.8,147.2686833982156,Wheat
6.45,0.0808,2.0,355.0,1.7,11.0,red,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Rajasthan,Udaipur,1128,Zaid,5.4,259.4021674830292,Wheat
5.33,0.2289,3.0,88.0,0.5,14.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Gujarat,Rajkot,1130,Rabi,9.9,89.05641317244368,Wheat
5.48,0.2289,1.0,73.0,0.4,16.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Punjab,Patiala,200,Zaid,6.1,481.9117239102508,Wheat
5.81,0.2289,3.0,126.0,1.8,7.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Coimbatore,86,Zaid,5.9,51.94871695293874,Wheat
6.74,0.2289,3.0,125.0,1.9,9.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Uttar Pradesh,Agra,184,Kharif,6.4,110.62140738915228,Wheat
6.74,0.2289,3.0,367.0,1.6,9.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Karnataka,Hubli,613,Rabi,9.7,351.712115941284,Wheat
6.74,0.2289,2.0,258.0,1.7,6.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Kolkata,69,Zaid,7.1,186.5643671276639,Wheat
5.85,0.2289,3.85,106.38,1.27,3.89,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Coimbatore,468,Zaid,6.7,417.83897475316815,Wheat
5.8,0.250293402,5.0,101.0,0.8,6.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Karnataka,Bangalore,603,Kharif,7.4,282.1161890306679,Wheat
5.8,0.250293402,4.0,209.0,1.8,5.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Gaya,329,Kharif,8.7,354.8827972389094,Wheat
5.8,0.250293402,4.0,171.0,1.3,8.0,other,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Indore,1027,Rabi,5.4,71.61103608160555,Wheat
6.11,0.06566235,2.0,278.0,1.6,10.0,other,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Kolkata,826,Zaid,8.9,252.61634436121108,Wheat
6.0,0.0969,3.0,78.0,1.1,6.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Maharashtra,Nagpur,468,Kharif,7.6,279.9549210271475,Wheat
5.6,0.0808,2.08,153.7,1.26,10.89,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Gujarat,Ahmedabad,612,Rabi,7.1,67.54713769662365,Wheat
5.82,0.2289,1.0,73.0,0.4,16.0,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Gaya,508,Zaid,9.6,431.971951500837,Wheat
5.83,0.2289,9.0,279.0,2.2,8.0,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Bihar,Patna,690,Kharif,9.9,459.1320984304392,Wheat
5.06,0.2289,3.0,204.0,1.2,9.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Gujarat,Rajkot,735,Rabi,7.3,485.5163484194955,Wheat
5.85,0.2289,93.04,959.3,10.16,7.09,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Jodhpur,1116,Rabi,9.1,373.5181272351096,Wheat
5.86,0.2289,3.0,216.0,2.1,7.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Indore,784,Rabi,8.3,54.671202251099245,Wheat
5.85,0.2289,3.0,275.0,3.0,8.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Indore,76,Zaid,9.0,82.40360136049864,Wheat
5.8,0.250293402,25.0,595.0,2.3,7.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Muzaffarpur,352,Rabi,8.3,430.55948559676864,Wheat
5.84,0.2289,9.0,284.0,1.6,11.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Durgapur,679,Rabi,9.6,456.45410555985103,Wheat
5.15,0.2289,3.0,100.0,0.6,15.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Uttar Pradesh,Lucknow,500,Zaid,8.0,192.30865187202448,Wheat
5.57,0.2289,1.76,82.16,1.68,5.19,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Gwalior,1081,Kharif,5.4,268.1649550107961,Wheat
5.85,0.2289,6.0,221.0,1.0,10.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Udaipur,1048,Kharif,5.4,136.05643479650104,Wheat
5.64,0.2289,3.39,86.33,1.59,4.1,black,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Tamil Nadu,Chennai,757,Kharif,7.5,198.21898053562836,Wheat
5.8,0.250293402,3.7,170.83,2.84,6.6,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Bhopal,577,Rabi,5.7,414.89984240205087,Wheat
6.37,0.111842553,4.0,144.0,1.1,6.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Karnataka,Hubli,1106,Zaid,6.4,456.6612073333907,Wheat
5.4,0.2289,3.0,213.0,0.5,11.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Punjab,Ludhiana,160,Rabi,5.3,262.91084829628653,Wheat
5.8,0.250293402,7.0,371.0,1.9,6.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Kolkata,813,Kharif,7.1,211.4226855426863,Wheat
6.37,0.111842553,8.0,238.0,1.3,7.0,gray,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Indore,1104,Rabi,7.5,231.07157150199697,Wheat
5.45,0.2289,5.0,246.0,2.6,11.0,gray,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Gaya,1028,Kharif,9.3,58.96215519633,Wheat
5.1,0.3044,8.0,237.0,1.2,6.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Gujarat,Ahmedabad,391,Rabi,7.9,290.41478289840046,Wheat
5.43,0.2289,2.67,125.8,2.87,9.88,gray,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Gwalior,1150,Zaid,8.3,251.6491801230733,Wheat
5.1,0.3044,3.0,177.0,1.5,7.0,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Madurai,101,Zaid,9.9,246.0610965934533,Wheat
5.68,0.076819645,3.19,211.26,1.58,4.63,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Uttar Pradesh,Lucknow,285,Rabi,8.0,107.04940350479876,Wheat
5.4,0.2255,2.0,130.0,0.7,8.0,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Indore,841,Rabi,6.0,169.48593739962905,Wheat
5.48,0.2289,1.0,152.0,0.4,16.0,red,0.91,6.01,7.586666667,8.136666667,11.43,10.15,West Bengal,Howrah,805,Kharif,5.1,461.57831025652894,Wheat
5.78,0.2289,3.0,207.0,1.0,6.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Punjab,Amritsar,1094,Zaid,6.8,296.4190529809472,Wheat
5.4,0.2255,6.0,201.0,2.3,5.0,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Uttar Pradesh,Varanasi,676,Kharif,8.3,126.10818078841687,Wheat
5.5,0.2036,3.0,306.0,1.3,16.0,red,0.413333333,6.21,8.383333333,9.543333333,13.49,12.63666667,West Bengal,Howrah,697,Kharif,9.8,260.51960729188454,Wheat
5.0,0.1724,3.0,255.0,1.6,16.0,red,0.413333333,6.21,8.383333333,9.543333333,13.49,12.63666667,Rajasthan,Jaipur,698,Zaid,9.1,367.371362217734,Wheat
5.0,0.162,3.0,261.0,1.2,17.0,red,0.413333333,6.21,8.383333333,9.543333333,13.49,12.63666667,Bihar,Gaya,1006,Zaid,9.3,241.59589850595128,Wheat
6.24,0.13,17.8,884.0,3.37,16.1,brown,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Punjab,Ludhiana,303,Zaid,8.3,178.87886481497586,Wheat
5.3,0.0186,1.0,74.0,0.7,14.0,brown,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Gujarat,Rajkot,247,Kharif,5.0,453.7284857291998,Wheat
4.9,0.2226,2.0,86.0,1.3,13.0,brown,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Tamil Nadu,Chennai,480,Rabi,5.2,418.6343110509951,Wheat
5.42,0.2289,26.0,58.0,0.6,10.0,gray,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Bihar,Patna,890,Zaid,5.8,145.7370487965851,Wheat
5.67,0.17,7.0,237.0,2.2,9.0,brown,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Gujarat,Surat,1019,Kharif,8.9,58.70182190462641,Wheat
5.67,0.17,19.78,524.72,2.76,16.7,black,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Madhya Pradesh,Gwalior,1099,Kharif,6.1,263.5482952418163,Wheat
5.67,0.17,53.34,1054.3,6.29,10.6,black,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Rajasthan,Jodhpur,404,Kharif,5.7,145.4362600970098,Wheat
5.4,0.1255,8.0,524.0,2.1,24.0,brown,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Gujarat,Surat,806,Kharif,8.0,328.59687333997414,Wheat
6.1,0.12,15.0,546.0,2.5,10.0,brown,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Bihar,Gaya,270,Zaid,5.2,230.00644887706423,Wheat
5.88,0.12,6.0,416.0,1.4,12.0,red,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Tamil Nadu,Chennai,279,Zaid,9.8,270.1129624167474,Wheat
5.8,0.250293402,12.0,637.0,2.4,15.0,brown,2.293333333,5.44,8.91,9.48,12.24666667,11.10666667,Bihar,Patna,363,Kharif,8.4,151.97091038896653,Wheat
5.98,0.18,11.0,160.0,1.9,6.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Madhya Pradesh,Indore,1099,Kharif,7.8,295.5318751771307,Wheat
5.3,0.2279,9.0,155.0,1.2,20.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Muzaffarpur,866,Zaid,5.6,115.16187137906512,Wheat
5.27,0.219389893,41.0,575.0,2.7,21.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Punjab,Amritsar,185,Zaid,9.7,310.267094588563,Wheat
5.8,0.250293402,4.63,98.51,1.73,14.57,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Chennai,360,Rabi,5.9,203.30384196068368,Wheat
5.69,0.2289,85.0,357.0,4.2,10.0,brown,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Madhya Pradesh,Indore,586,Rabi,9.8,67.00272374059463,Wheat
6.3,0.000261711,28.0,266.0,1.3,7.0,gray,1.343333333,6.06,8.566666667,9.663333333,12.73666667,11.78,Punjab,Patiala,182,Zaid,6.8,393.5645978140339,Wheat
5.8,0.250293402,28.0,564.0,2.2,11.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Jaipur,225,Rabi,6.0,322.34666472318213,Wheat
5.85,0.2289,18.74,628.87,7.7,14.64,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Maharashtra,Pune,1188,Zaid,7.9,82.65187464269525,Wheat
5.8,0.250293402,4.0,297.0,1.9,9.0,red,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,West Bengal,Durgapur,817,Rabi,8.0,384.2861704468828,Wheat
5.45,0.2289,2.0,293.0,1.1,13.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Tamil Nadu,Chennai,381,Rabi,8.6,324.6572457802261,Wheat
5.45,0.2289,97.0,1044.0,10.4,22.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Maharashtra,Nashik,648,Kharif,8.2,309.8751403916536,Wheat
6.37,0.111842553,13.78,482.86,2.8,7.57,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Gujarat,Ahmedabad,936,Zaid,7.4,126.08864002442122,Wheat
6.37,0.111842553,14.0,155.0,1.6,7.0,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Patna,946,Zaid,9.0,74.94055368869935,Wheat
5.45,0.2289,11.17,412.14,3.17,10.41,brown,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Bihar,Patna,110,Rabi,8.2,406.959983859049,Wheat
5.8,0.0984,1.0,168.0,1.4,7.0,brown,0.75,5.56,8.016666667,8.503333333,12.59333333,10.98666667,Gujarat,Ahmedabad,953,Kharif,6.3,250.60338233228407,Wheat
5.7,0.1275,4.0,354.0,1.2,7.0,black,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Bihar,Patna,271,Zaid,8.0,121.43467245920796,Wheat
6.4,0.0454,6.0,390.0,1.3,9.0,black,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Gujarat,Surat,294,Rabi,10.0,88.96683294608883,Wheat
8.1,0.0304,3.0,404.0,1.0,7.0,black,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Madhya Pradesh,Bhopal,732,Kharif,5.4,78.26254797316435,Wheat
5.5,0.1757,4.0,375.0,1.5,7.0,brown,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Maharashtra,Pune,300,Kharif,5.7,50.52071490370909,Wheat
6.95,0.09,2.0,316.0,1.3,8.0,black,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Gujarat,Surat,324,Rabi,8.7,152.81730386129908,Wheat
6.56,0.16,2.0,311.0,1.1,5.0,black,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,West Bengal,Howrah,921,Zaid,7.1,257.62851933243815,Wheat
7.7,0.16,3.0,317.0,0.8,5.0,black,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Uttar Pradesh,Agra,538,Rabi,7.6,87.13359951002154,Wheat
5.8,0.250293402,2.0,282.0,1.1,6.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Rajasthan,Jaipur,771,Rabi,5.0,99.08012492356498,Wheat
5.1,0.1565,7.0,288.0,1.4,14.0,brown,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Rajasthan,Jodhpur,1184,Zaid,8.4,79.49381825938028,Wheat
6.3,0.0732,0.5,416.0,1.5,3.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Madhya Pradesh,Bhopal,145,Kharif,6.2,353.6320671841574,Wheat
7.5,0.1194,2.0,361.0,0.9,4.0,black,0.91,6.01,7.586666667,8.136666667,11.43,10.15,Madhya Pradesh,Gwalior,845,Zaid,8.2,425.9353959086792,Wheat
5.8,0.1016,1.0,358.0,0.8,4.0,black,1.736666667,5.41,8.506666667,9.34,12.16666667,10.92666667,Uttar Pradesh,Lucknow,591,Rabi,8.9,200.54249897859697,Wheat
5.1,0.1716,2.0,186.0,1.4,14.0,brown,1.763333333,6.26,7.933333333,8.403333333,11.41333333,10.15,Tamil Nadu,Madurai,639,Zaid,7.6,280.5163144625417,Wheat
6.2,0.1389,7.0,170.0,1.2,9.0,brown,1.986666667,4.86,9.256666667,9.886666667,13.57,12.14666667,Gujarat,Surat,525,Rabi,6.3,384.5668742707062,Wheat
5.7,0.159,4.0,112.0,2.3,12.0,brown,1.986666667,4.86,9.256666667,9.886666667,13.57,12.14666667,Karnataka,Hubli,86,Kharif,5.4,445.8195644641128,Wheat
6.4,0.133,34.0,562.0,3.6,7.0,red,0.75,5.56,8.016666667,8.503333333,12.59333333,10.98666667,Bihar,Gaya,1001,Rabi,8.4,126.7494340080946,Wheat
